Default,term,installment,grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_high,inq_last_6mths,pub_rec,revol_bal,revol_util,total_acc,total_rec_int,recoveries,last_pymnt_d,last_pymnt_amnt,last_credit_pull_d,last_fico_range_high,last_fico_range_low,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_inq,num_accts_ever_120_pd,num_actv_bc_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,total_bc_limit
Charged Off,1,423.76,3,460,6,3,26679.38,3,3,4,345,4,34.1,0,81,714,0,0,10914,41.3,17,1333.99,0,30,423.76,24,564,560,0,28805,1,4,1,1,3,17891,83,0,1,6864,60,26400,0,1,1,2,2058,5644,64.5,60,48,15,3,0,15,3,0,3,5,5,6,10,11,5,14,1,100,40,0,15900
Fully Paid,1,451.73,1,487,10,1,90000,1,2,3,265,21,16.91,0,242,769,1,0,22631,30.3,37,1058.15,0,31,6582.9,26,769,765,65,173189,1,9,1,1,3,42674,83,1,2,7257,52,74800,1,0,4,3,8659,26151,40.6,138,361,7,3,1,90,0,0,3,4,6,20,10,16,5,20,2,100,25,0,44000
Fully Paid,1,301.15,1,226,3,3,80000,2,2,3,333,4,5.27,0,308,689,0,0,19012,47.2,9,833.92,0,16,301.06,9,769,765,0,19012,0,0,0,0,158,0,74,1,1,10303,47,40300,0,0,1,1,3802,21288,47.2,158,171,8,8,1,8,9,1,5,5,6,1,6,7,5,6,1,77.8,20,0,40300
Fully Paid,1,117.49,2,232,9,1,39000,1,2,3,254,12,9.48,0,165,769,0,0,18838,33.6,8,624.02,0,16,117.26,26,724,720,0,198329,0,0,0,0,12,0,74,0,0,14883,34,56000,0,1,0,0,49582,37162,33.6,131.5,342,101,56,3,101,5,0,2,3,4,0,3,5,2,4,0,100,33.3,0,56000
Fully Paid,1,166.05,3,138,3,1,68500,2,4,6,28,27,16.36,3,257,679,0,0,22065,61.8,35,969.37,0,16,165.95,26,654,650,0,341122,2,2,0,1,19,29156,76,3,6,8382,69,35700,3,0,1,7,17954,11992,62.4,88,181,6,6,4,6,12,2,8,9,14,5,16,25,13,20,3,91.2,33.3,0,31900
Fully Paid,2,778.38,3,593,3,1,80000,3,2,3,182,38,26.84,0,87,729,1,0,33364,32.5,21,6625.73,0,31,25338.03,30,719,715,0,217764,1,2,1,2,1,36278,92,0,0,11173,49,102700,1,1,3,2,18147,65137,30.9,57,370,51,1,2,51,0,0,3,8,10,3,9,16,4,12,1,100,37.5,0,94200
Fully Paid,1,437.28,3,25,3,1,38000,2,4,6,189,22,25.89,0,17,679,1,1,10410,49.3,35,1834.31,0,2,8698.45,26,744,740,0,106054,1,2,0,0,42,23183,68,3,7,3961,61,21100,4,3,3,8,8158,2953,67.9,117,212,2,2,3,2,2,0,3,3,10,9,10,23,8,13,3,100,33.3,1,9200
Charged Off,1,141.8,4,272,7,2,35000,3,3,4,308,39,11.45,0,309,669,1,2,3618,55.7,12,619.7,336.33,11,141.8,5,529,525,0,57421,2,1,1,1,8,630,50,4,6,1247,55,6500,2,0,7,7,7178,2046,59.9,120,32,3,3,1,3,6,0,4,4,4,3,6,8,6,8,5,100,25,0,5100
Charged Off,2,582.25,5,534,3,1,74000,2,3,4,382,43,33.18,1,196,679,0,0,37064,80.6,21,7094.13,0,8,582.25,28,539,535,0,345818,0,1,0,0,36,1123,3,0,0,8224,45,46000,0,7,2,1,34582,5276,60.9,91,213,28,8,4,50,9,0,1,2,4,3,7,14,5,10,1,95.2,50,0,13500
Fully Paid,1,159.41,3,253,2,3,45000,2,2,3,292,39,10.29,0,50,674,0,0,6174,78.2,31,906.62,0,6,852.31,13,769,765,0,47666,2,2,0,1,13,41492,94,3,3,2412,92,7900,1,0,1,4,5296,977,83.2,136,132,4,4,0,4,8,0,4,7,12,17,9,14,6,11,3,90,80,0,5800
Fully Paid,1,735.95,3,199,6,1,56035,3,3,4,245,20,32.79,0,98,689,1,0,17826,65.1,17,2731.84,0,14,15955.27,26,619,615,0,69328,3,3,1,2,7,51502,73,4,6,5350,71,27400,0,0,2,8,5777,8125,67.4,190,110,4,4,0,4,4,1,7,8,9,6,9,11,8,12,5,88.2,37.5,0,24900
Fully Paid,1,451.73,1,480,3,3,100000,1,2,3,346,4,15.76,0,252,749,0,0,13605,19.6,47,892.85,0,21,8676.25,26,784,780,0,57385,3,2,3,3,2,43780,96,0,2,5887,50,69400,1,8,2,5,2608,18485,41.3,164,241,21,2,0,21,5,0,5,7,16,11,22,36,10,24,3,100,0,0,31500
Fully Paid,1,403.64,3,282,6,1,110000,2,2,3,309,39,9.44,0,253,684,2,0,6112,21.9,15,1808.8,0,21,7372.03,13,764,760,371,38055,3,1,1,2,3,31943,97,4,6,3391,63,27900,1,1,3,8,4757,16370,18.6,105,173,3,3,0,5,3,1,3,4,5,5,7,9,4,9,5,86.7,0,0,20100
Fully Paid,1,324.59,3,266,1,3,55500,2,3,4,13,17,15.18,1,46,664,0,1,9419,61.2,29,2027.1,0,16,333.71,26,624,620,0,50787,1,12,0,4,19,41368,93,1,2,2915,85,15400,7,1,1,6,2673,4265,61.9,102,184,1,1,1,1,10,1,4,4,6,15,7,12,5,19,1,96.4,50,1,11200
Fully Paid,1,772.17,2,327,3,1,100000,2,3,4,167,9,15.46,0,253,669,0,0,12057,65.9,35,3096.72,0,37,12369.06,26,744,740,0,174257,1,5,0,1,13,28192,72,1,1,2927,70,18300,0,0,2,2,12447,173,98.1,182,229,5,5,2,43,11,0,4,4,15,8,8,25,8,14,1,94.3,100,0,9200
Fully Paid,1,1142.22,2,585,3,1,134000,3,3,4,297,39,23.09,0,270,729,1,0,37482,88.6,15,6047.57,0,32,3406.71,26,724,720,0,521944,1,2,0,0,31,24960,54,1,1,12419,71,42300,0,10,4,1,52194,181,98.6,132,386,6,6,5,54,6,0,1,1,1,5,4,4,3,10,1,100,100,0,12600
Fully Paid,1,752.87,1,217,3,1,125000,1,2,3,245,20,6.66,1,11,719,0,0,34415,60.7,17,2084.83,0,16,752.85,26,749,745,0,91966,0,0,0,0,107,0,74,0,0,9831,61,56700,0,0,0,0,8361,22285,60.7,107,296,34,34,2,34,5,0,8,10,13,1,10,14,8,11,0,94.1,30,0,56700
Fully Paid,1,284.79,1,323,3,1,40000,3,3,4,230,19,12.57,0,46,744,1,0,8133,22.3,15,1142.17,0,16,284.52,26,629,625,0,162303,2,1,1,1,2,6897,98,2,2,4713,35,36400,1,0,2,3,14755,4338,57.5,184,90,6,2,1,41,2,0,2,4,5,4,9,10,4,11,3,100,25,0,10200
Fully Paid,2,592.79,3,628,4,1,118450,1,3,4,7,17,25.97,0,248,699,0,0,50627,87.1,23,1486.63,0,27,24605.14,16,694,690,0,330262,2,2,0,2,17,36094,64,1,2,21056,76,58100,1,1,1,5,30024,5939,86.8,132,289,4,4,2,4,6,0,5,6,11,5,9,16,7,12,2,100,83.3,0,45100
Fully Paid,1,559.83,1,461,8,2,60000,1,2,3,157,9,35,0,285,744,0,0,18792,47,43,2124.5,0,9,380.28,9,739,735,0,65436,0,11,0,1,19,46644,56,0,2,8925,53,40000,1,0,0,3,3272,12908,59.3,130,146,14,14,0,14,14,0,6,6,9,23,11,20,6,22,0,100,33.3,0,31700
Fully Paid,1,356.04,2,296,3,2,123000,2,2,3,323,3,23.62,0,251,684,4,0,70397,79.4,23,987.47,0,7,8244.29,26,824,820,0,405465,4,1,1,2,3,21215,99,4,4,14726,83,88700,1,0,8,7,31190,1363,95.6,36,253,2,2,1,2,2,0,3,3,9,3,11,19,8,13,5,100,100,0,30800
Fully Paid,1,306.04,2,171,4,1,150000,3,3,4,155,9,5.54,0,22,664,0,1,7493,55.5,26,1076.37,0,5,5179.88,5,684,680,0,253487,0,1,1,2,7,14495,100,2,3,4880,79,13500,2,3,5,7,42248,3207,68.9,148,152,10,7,5,10,1,3,2,3,6,10,4,11,3,6,4,84.6,66.7,0,10300
Fully Paid,1,118.68,2,213,5,1,55000,2,3,4,208,31,14.1,0,233,724,0,1,3279,58.6,27,666.71,0,16,118.65,26,724,720,0,224525,1,11,0,1,22,129056,105,1,2,1925,102,5600,8,7,3,3,14033,1892,62.2,127,51,2,2,1,2,3,0,3,3,5,20,4,6,4,15,1,96,33.3,1,5000
Charged Off,2,272.31,3,412,3,2,100000,1,2,3,43,30,12.31,3,230,664,0,0,11078,49.6,20,2844.93,1095.82,25,287.31,19,559,555,0,455072,1,3,1,2,2,29094,87,0,0,2845,71,20000,6,1,3,2,37923,1293,83.6,160,163,26,2,1,26,2,2,4,4,6,8,8,10,8,12,1,100,75,0,7900
Fully Paid,1,367.74,1,397,3,1,65000,1,4,6,80,34,19.24,0,230,769,1,0,7626,46.5,20,1001.18,0,34,5657.2,26,799,795,0,209414,1,1,0,0,34,2790,13,1,1,7626,37,16400,0,0,1,1,52354,8774,46.5,146,163,1,1,2,163,1,0,1,1,6,3,1,14,1,4,1,100,0,0,16400
Fully Paid,1,555.71,1,328,10,1,89000,2,2,3,241,20,13.88,1,113,684,0,0,20555,70.2,21,1917.28,0,22,4374.88,37,694,690,0,118327,0,1,1,1,7,22056,92,0,0,8142,59,29300,0,6,1,1,14791,3276,82.5,91,326,26,7,4,26,7,0,2,2,5,4,5,12,5,8,1,95.2,50,0,18700
Fully Paid,2,564.71,4,128,1,3,51000,1,3,4,352,4,31.04,0,251,724,0,0,21147,65.3,23,7791.81,0,19,14393.04,19,729,725,0,36129,1,2,1,1,6,14982,53,0,2,5335,59,32400,1,0,1,3,2258,3715,85,58,253,13,6,0,13,6,0,6,9,12,3,14,20,8,16,1,100,55.6,0,24700
Fully Paid,1,245.16,1,260,5,3,120000,2,2,3,361,4,4.91,0,136,779,0,0,9233,15.5,20,814.08,0,9,244.98,26,784,780,0,12482,0,1,0,0,27,3249,33,0,0,9040,18,59500,0,0,0,0,2496,48959,15.6,174,377,46,27,0,120,5,0,2,3,12,7,4,13,3,5,0,100,0,0,58000
Fully Paid,1,220.95,2,196,5,1,100000,1,4,6,225,19,29.75,2,302,679,1,0,63792,90.5,28,945.56,0,16,220.56,26,639,635,0,302551,2,4,1,2,4,120272,84,2,3,9769,87,76804,0,1,1,5,17797,525,97.3,171,255,0,0,1,51,0,0,3,3,3,12,12,14,8,18,3,89.3,100,0,19700
Fully Paid,1,144.79,2,622,7,1,39600,3,3,4,89,18,22.82,0,154,709,0,0,9374,77.5,11,75.83,0,23,4437.16,26,609,605,0,168630,0,2,0,1,17,26761,78,0,0,2987,78,12100,0,2,0,1,18737,115,98.7,79,113,45,17,1,45,5,0,5,5,6,3,6,7,6,9,0,100,100,0,9100
Fully Paid,1,424.35,5,335.5,3,3,33888,3,9,10,109,41,39.16,0,227,664,0,1,10585,59.1,23,3745.02,0,16,423.88,9,704,700,0,35245,1,2,0,2,19,24660,69,1,2,7105,66,17900,3,7,1,4,5874,395,94.7,148,199,1,1,0,36,10,0,1,1,7,10,4,13,3,6,1,100,100,1,7500
Fully Paid,1,159.4,2,599,6,1,52000,1,9,10,303,39,24.79,0,311,759,0,0,10502,28.1,13,728.67,0,32,474.84,26,729,725,0,155637,1,2,1,1,7,18023,50,1,2,7070,39,37400,0,0,0,3,17293,15187,37.8,49,135,3,3,1,25,5,0,3,3,4,2,6,10,4,9,2,100,33.3,0,24400
Charged Off,1,157.82,2,329,4,1,141934,1,2,3,306,39,25.58,1,93,714,0,1,32677,53.9,49,692.65,0,13,364,13,534,530,0,405288,2,5,3,5,4,117737,81,2,6,9966,67,60600,0,2,2,12,17621,10492,74,184,250,0,0,2,7,4,1,8,8,17,15,16,31,11,23,5,87.8,62.5,0,40400
Fully Paid,1,100.21,4,279,9,3,114400,3,3,4,160,9,6.34,0,312,699,5,0,0,0,22,805.97,0,9,198.84,9,634,630,0,74722,1,3,0,1,13,74722,68,2,3,0,57,5500,3,4,8,4,10675,5200,0,86,111,6,6,0,6,0,4,0,3,7,9,4,12,0,7,2,75,0,0,5200
Fully Paid,1,386.09,2,123,10,3,75000,2,10,1,237,44,14.11,0,308,689,0,0,12020,49.7,17,1872.85,0,35,1534.3,26,674,670,0,51147,2,2,0,1,13,39127,106,4,5,8459,84,24200,0,0,1,6,6393,8246,55.2,171,117,6,6,0,6,11,0,2,3,6,7,6,10,4,8,4,82.4,0,0,18400
Fully Paid,1,540.71,3,623,5,2,66666,3,3,4,214,31,13.29,0,286,669,3,0,8881,56.2,19,2103.34,0,24,10723.43,28,649,645,3026,18803,3,2,1,2,5,9922,65,3,8,4022,61,15800,3,0,6,10,1567,3053,73,85,134,5,5,0,5,0,4,4,5,10,3,10,16,6,12,4,93.7,20,0,11300
Fully Paid,1,669.46,2,241,6,1,85000,2,2,3,77,34,14.65,1,148,689,0,0,28624,83.7,28,2258.89,0,18,11904.82,26,719,715,0,420826,0,3,0,0,33,9043,51,0,0,7754,72,34200,0,2,0,1,35069,1186,93.8,105,197,53,7,6,53,22,0,3,3,8,10,4,11,4,12,1,89.3,100,0,19200
Fully Paid,1,602.3,1,478,3,1,71665,3,3,4,261,12,12.31,0,2,719,0,0,19997,56,16,1667.85,0,16,602.13,26,774,770,0,65757,0,0,0,0,25,0,0,0,1,5698,56,35500,0,1,0,1,5977,3700,81,152,476,13,13,2,25,5,0,4,4,4,4,10,10,8,11,0,100,75,0,14800
Charged Off,2,574.33,2,47,7,1,95000,2,2,3,295,39,19.6,0,75,714,0,0,30169,31.8,62,2806.37,4736.26,28,574.33,36,514,510,0,246527,0,3,1,2,10,57545,77,2,10,11357,45,94800,0,6,0,13,10272,46859,35.4,141,144,8,8,2,8,13,0,5,11,21,29,19,31,8,24,3,100,27.3,0,72500
Fully Paid,1,482.61,2,530,4,3,89000,1,3,4,362,4,19.5,0,278,764,1,0,6273,26.4,24,1072.39,0,30,11749.32,26,659,655,0,33383,2,5,1,2,6,24607,41,1,1,6163,37,23800,1,0,2,3,3035,15227,29.2,165,230,5,5,1,5,5,0,2,3,6,11,5,11,2,11,2,91.7,0,0,21500
Fully Paid,1,536.81,4,85,9,3,101000,3,3,4,355,4,39.87,0,114,664,3,1,23901,71.3,36,3498.61,0,34,7798.39,9,684,680,0,175624,2,6,3,8,3,151723,86,1,4,3979,81,33500,0,17,7,12,13510,1195,88.2,151,222,10,3,2,14,0,0,3,4,6,19,10,14,7,16,4,97,66.7,1,10100
Fully Paid,1,820.15,3,565,3,1,120000,2,3,4,279,16,8.91,0,236,704,0,0,16349,40,10,5049.78,0,19,312.06,26,704,700,0,354476,0,1,1,1,12,10837,72,4,6,7573,49,40900,3,0,6,7,35448,14290,53,12,40,10,10,2,10,0,0,5,5,5,1,7,7,6,10,5,100,40,0,30400
Fully Paid,1,1226.53,4,354,6,1,120000,2,2,3,108,41,13.34,0,49,694,1,0,31184,73,26,8400.12,0,3,11587,9,714,710,0,452463,1,1,0,0,44,12286,43,3,3,11207,61,42700,1,0,3,4,37705,0,104,148,148,5,5,5,8,5,0,4,6,6,9,10,12,8,12,4,100,66.7,0,24600
Fully Paid,2,533.1,7,391,6,3,45000,2,3,4,15,35,17.44,0,27,664,3,1,14276,40.6,42,8155.54,0,8,13792.01,26,564,560,0,15199,4,3,0,0,67,923,39,4,13,1838,40,35200,5,0,8,13,524,4267,71,69,92,2,2,0,2,0,3,9,10,15,8,27,34,17,30,4,76.2,60,1,14700
Charged Off,2,697.9,3,590,11,1,70000,2,3,4,264,21,19.9,0,311,694,0,0,15676,54.8,38,1989.34,2888.32,17,708.86,11,579,575,0,257037,2,2,1,2,7,44033,60,1,2,11085,57,28600,3,2,8,5,36720,6924,69.4,132,129,4,4,4,4,5,0,3,3,12,16,4,18,3,7,3,100,33.3,0,22600
Charged Off,1,261.08,2,599,4,1,43500,2,3,4,299,39,11.98,0,129,669,2,0,16344,43,24,1248.65,410.27,12,276.08,19,619,615,941,316628,2,7,0,0,40,44821,114,3,3,6383,79,38000,2,2,5,4,21109,13084,48.3,86,119,5,5,1,7,5,0,3,4,8,10,7,13,5,15,4,100,50,0,25300
Fully Paid,1,159.4,2,102,5,1,113000,2,2,3,202,31,26.45,1,45,674,0,0,45576,72.2,21,427.99,0,11,3521.56,26,669,665,0,273934,0,3,1,1,9,75354,89,0,0,2051,80,63100,0,5,0,1,24903,15249,11.9,168,196,31,9,1,42,5,0,1,5,7,7,8,13,4,12,1,85.7,25,0,17300
Fully Paid,1,290.1,2,548,7,1,70000,1,2,3,12,17,25.6,0,16,729,0,0,37505,93.3,23,1331.93,0,16,290.02,26,724,720,0,426775,0,2,0,1,23,16542,55,0,0,19563,77,40200,1,2,0,1,53347,1954,95,98,236,38,23,3,38,15,0,3,4,9,4,5,16,4,8,0,100,75,0,39400
Fully Paid,1,55.99,1,470,3,1,50000,2,2,3,157,9,8.28,0,73,694,0,0,12327,63.2,12,25.83,0,17,247.75,37,714,710,0,182278,1,0,0,0,100,0,74,1,3,4288,63,19500,0,2,0,4,30380,3392,72.4,101,168,2,2,1,2,5,0,3,3,4,3,5,8,4,6,1,100,66.7,0,12300
Fully Paid,1,150.85,1,124,1,1,56000,3,3,4,242,20,6.15,0,173,774,0,0,4865,13.3,28,254.69,0,33,3902.94,3,689,685,0,257003,8,0,1,1,7,0,74,7,7,707,13,36500,2,0,3,10,21417,18293,3.7,111,222,2,2,5,2,6,0,1,5,10,2,12,21,4,13,9,100,0,0,19000
Fully Paid,1,740.95,1,327,3,1,127000,1,4,6,137,10,12.07,1,36,714,0,0,21112,38.3,56,2096.69,0,37,12041.94,26,744,740,0,285973,1,1,2,4,8,16809,84,2,8,7202,51,55100,0,1,1,12,25998,19442,41.1,127,340,1,1,6,1,7,0,4,5,14,17,9,33,5,11,4,98.2,0,0,33000
Fully Paid,1,240.92,1,190,3,2,31500,1,3,4,296,39,15.62,0,1,754,0,0,4795,15.6,22,667,0,9,481.63,9,794,790,63,7676,1,1,0,1,24,2881,44,1,2,1938,21,30800,0,1,0,3,698,20430,18.9,177,488,5,5,0,5,5,0,6,6,10,2,11,20,7,12,1,90.9,0,0,25200
Fully Paid,1,318.79,2,487,5,1,35000,2,2,3,385,43,11.69,0,88,679,0,2,10705,59.1,32,1044.6,0,21,5956.7,34,714,710,0,150970,0,0,0,0,101,0,74,0,1,3230,59,18100,2,0,4,3,18871,1073,88.6,101,346,18,11,4,33,1,0,3,3,14,1,8,26,6,8,2,96.2,100,2,9400
Fully Paid,1,294.19,1,465,6,3,64567.05,1,2,3,161,9,10.48,0,72,684,0,0,8073,44.8,15,663.81,0,28,5859.61,5,669,665,111,34526,0,1,0,1,14,26453,85,1,2,4172,70,18000,2,6,2,3,4932,7427,52.1,147,180,8,8,0,8,1,0,4,4,5,5,6,10,4,7,1,100,50,0,15500
Fully Paid,2,518.71,5,372,2,2,52000,2,2,3,191,22,26.93,0,48,669,1,0,14786,52.2,43,5722.46,0,37,15919.72,13,699,695,0,47811,1,2,2,2,6,30129,92,1,4,4883,74,28300,5,0,7,6,2812,7774,62.3,122,160,12,6,1,16,1,0,6,8,19,12,14,30,7,17,3,95.3,62.5,0,20600
Fully Paid,1,301.15,1,326,3,2,32500,1,2,3,85,8,12.15,0,15,799,1,0,11685,26,14,772.44,0,29,1236.7,34,839,835,0,147259,0,0,0,0,151,0,74,0,0,6870,26,45000,0,0,1,0,24543,33315,26,151,248,38,38,1,79,1,0,5,5,7,1,5,12,5,6,0,100,0,0,45000
Fully Paid,1,180.69,1,3,3,1,80000,1,2,3,118,45,13.5,0,62,749,1,0,48408,20,39,487.81,0,35,10.16,26,729,725,0,61622,1,1,0,0,39,7586,39,2,4,3577,24,122100,0,0,1,4,3423,50523,23.9,140,348,1,1,3,1,1,0,8,10,21,4,18,32,12,20,2,100,0,0,68000
Fully Paid,1,662.53,1,335.5,3,1,110000,1,2,3,303,39,7.21,0,134,774,0,0,24075,40.9,23,1837.63,0,16,662.35,13,814,810,0,106185,0,1,0,0,78,12908,41,0,0,10220,41,58800,0,1,0,0,15169,29725,44.7,154,461,50,50,4,50,5,0,4,4,10,6,5,13,4,7,0,100,0,0,53800
Fully Paid,2,622.71,3,415,2,1,82000,1,4,6,358,4,10.57,0,78,824,0,0,2112,2,29,1501.2,0,20,27056.99,20,794,790,0,319868,2,2,1,2,1,21632,62,3,8,1325,17,103200,1,2,1,10,21325,70088,2.9,66,108,1,1,2,7,13,0,3,9,19,3,12,23,3,15,4,100,0,0,72200
Fully Paid,1,156.48,1,118,6,3,93000,2,2,3,157,9,14.3,2,135,684,0,0,11220,24.3,30,365.94,0,11,3498.07,26,579,575,0,49971,0,2,1,1,10,38751,56,0,0,4927,27,46200,3,1,3,1,6246,27131,26.7,92,308,56,10,2,137,10,2,3,3,10,9,6,18,5,9,1,83.3,66.7,0,37000
Fully Paid,1,542.07,1,643,3,2,76000,1,4,6,146,10,18.44,1,16,754,1,0,2139,8.7,29,1486.12,0,38,2695.25,26,734,730,0,31732,3,4,2,4,3,29558,72,1,1,1659,48,24600,1,0,2,5,2267,17361,11,140,236,5,3,3,30,4,0,2,6,10,10,9,15,2,14,3,89.7,0,0,19500
Fully Paid,1,301.15,1,554,3,1,80000,1,2,3,131,36,25.73,0,172,734,0,0,37657,47.5,39,322.13,0,36,8221.47,26,744,740,0,256924,3,3,0,1,18,39347,66,2,3,6007,55,79200,0,8,1,5,16058,35394,33.8,172,234,4,4,4,4,7,0,5,8,12,14,12,20,7,16,3,100,0,0,53500
Charged Off,1,371.95,3,38,1,3,37000,3,3,4,222,13,7.78,0,276,679,0,0,16425,49.3,13,413.28,1019.47,27,371.95,1,654,650,0,16425,3,0,0,0,12,0,74,4,7,14187,49,33300,1,1,1,7,1643,11775,58.2,131.5,254,3,3,0,3,10,1,4,4,4,0,11,13,4,11,4,76.9,50,0,28200
Charged Off,1,76.95,4,367,5,2,18300,3,7,8,202,31,11.74,0,315,699,1,0,512,13.1,19,155.21,190.94,20,76.95,14,544,540,0,32831,1,9,0,0,28,32319,98,1,2,512,89,3900,0,2,1,2,2985,0,102.4,75,13,1,1,0,13,1,0,1,1,1,17,2,2,1,11,1,100,100,0,500
Fully Paid,1,302.73,3,591,3,3,110000,3,3,4,267,21,17.29,0,74,679,4,1,11701,34.6,42,1916.52,0,16,302.54,26,684,680,0,54447,3,4,3,3,2,42746,77,2,3,3170,61,33800,1,2,4,6,3403,11800,39.2,139,140,6,2,8,16,2,1,5,6,10,11,12,23,9,16,5,97.6,16.7,1,19400
Fully Paid,1,388.78,1,208,3,1,99500,1,3,4,15,35,12.18,0,91,709,0,0,4739,83.1,12,1049.82,0,21,7342.34,19,829,825,0,43022,0,3,1,3,10,38283,85,0,0,1680,84,5700,1,4,1,3,7170,420,80,42,286,46,10,1,153,11,0,1,1,2,4,3,7,3,6,1,91.7,100,0,2100
Fully Paid,1,180.69,1,267,1,1,52000,1,2,3,327,28,15.82,0,101,769,1,0,14849,28.7,20,496.77,0,32,177.05,26,779,775,0,215123,1,2,0,1,14,3343,24,2,2,7774,28,51800,0,5,2,4,17927,26295,36,85,154,6,6,1,6,0,0,5,6,8,5,10,14,6,13,2,100,16.7,0,41100
Charged Off,1,691.84,3,327,8,3,60000,3,3,4,134,36,26.02,0,44,719,4,0,3961,19.5,18,4049.17,1242.64,31,691.84,28,509,505,0,46067,3,7,1,2,7,42106,60,7,10,2268,51,20300,1,0,5,12,2710,13739,22.4,208,47,3,3,0,3,3,4,5,6,6,7,11,11,5,18,8,77.8,0,0,17700
Charged Off,2,517.29,4,123,3,3,90000,1,3,4,361,4,12.09,1,96,714,1,0,1392,16.2,29,616.12,2996.27,20,47,32,594,590,0,6542,2,1,0,0,43,5150,52,3,3,878,35,8600,1,2,3,3,818,5297,15.9,111,214,1,1,0,1,5,0,2,3,10,4,8,25,4,9,3,93.1,0,0,6300
Fully Paid,2,778.38,3,526,1,1,148000,2,2,3,121,24,13.33,0,242,739,0,0,43397,54,26,1974.87,0,17,33141.25,20,744,740,0,407664,1,2,1,1,5,37366,96,1,3,21067,68,80300,0,1,1,4,37060,31984,57.4,153,361,8,5,5,8,0,0,3,5,10,5,8,16,4,11,2,100,40,0,75100
Fully Paid,2,738.98,4,198,3,1,94000,2,3,4,182,38,33.15,1,305,689,0,0,37424,70.7,42,11841.02,0,13,15306.86,13,704,700,0,214451,0,5,0,2,17,63345,71,0,2,12806,71,52900,0,12,0,4,15318,7168,82.9,156,207,13,13,5,13,16,0,5,6,10,23,8,13,6,14,0,97.6,50,0,41800
Fully Paid,1,189.38,2,402,5,3,36000,1,3,4,30,27,23.84,2,102,714,0,0,6582,36.6,28,707.69,0,19,557.75,19,699,695,0,17737,3,1,1,1,4,11155,86,2,4,990,57,18000,1,0,3,5,1182,3169,54.7,142,136,6,4,0,6,4,2,8,8,11,10,14,18,14,15,3,92.9,12.5,0,7000
Fully Paid,1,876.26,1,355,3,1,111000,2,3,4,137,10,17.76,0,64,719,1,0,24758,88.1,21,3514.45,0,16,876.11,36,794,790,0,164532,1,3,2,2,12,51996,52,1,1,8098,70,28100,0,2,1,3,18281,2817,89.3,195,324,2,2,3,33,2,0,4,4,6,10,5,8,5,9,3,100,75,0,26300
Fully Paid,1,199.26,3,261,3,3,51000,3,3,4,359,33,25.04,0,99,709,0,1,7346,32.8,39,719.17,0,24,4128.79,26,659,655,0,57085,1,5,3,3,2,49739,90,0,4,600,73,22400,0,10,3,7,4757,5400,10,158,178,14,2,0,19,7,0,1,1,3,26,7,13,4,12,3,94.7,0,1,6000
Charged Off,2,333.6,3,527,3,1,103000,3,4,6,301,39,32.33,0,251,684,2,0,45796,77,21,1723.17,0,14,333.6,26,499,0,0,320755,1,4,1,3,4,39862,53,0,4,8566,77,59275,0,2,3,8,20047,5586,79,127,253,17,4,1,17,1,0,9,10,10,5,11,15,10,16,2,95,66.7,0,50275
Fully Paid,2,781.62,4,174,3,1,111000,3,2,3,115,41,33.98,0,112,704,0,0,61770,80.6,18,2745.92,0,17,163.69,26,699,695,0,126279,1,2,1,3,8,64509,85,1,1,18892,82,76600,0,3,2,4,18040,11447,80.8,174,359,6,6,1,107,7,2,4,4,8,8,5,9,5,7,2,88.2,75,0,59600
Charged Off,1,391.62,2,374,3,3,86308,2,3,4,92,18,19.13,0,126,694,1,0,8208,36.2,15,1978.41,0,29,391.62,26,564,560,0,61806,1,3,1,2,5,53598,96,0,2,2493,78,22700,0,2,2,4,6867,234,94.7,155,141,15,5,0,49,4,1,2,2,3,8,6,7,4,9,1,86.7,100,0,4400
Fully Paid,1,67.28,3,200,8,3,86564,3,2,3,102,41,27.73,0,310,664,2,0,19821,89.7,35,418.87,0,16,67.65,26,589,585,0,112168,2,17,5,5,5,87664,90,0,1,8317,89,22100,0,1,4,7,4487,379,98,147,108,16,3,0,16,5,0,3,3,3,27,6,6,6,25,6,100,100,0,18500
Fully Paid,1,153,4,114,2,1,38500,3,3,4,58,30,28.55,1,145,664,2,1,11287,59,16,1058.11,0,8,1977.36,26,639,635,0,96796,2,1,0,0,25,15570,71,4,4,7259,59,19200,1,0,3,6,9679,5000,77,140,35,2,2,3,6,2,0,2,3,3,4,5,7,5,10,6,88,50,0,10000
