loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
17125,17125,17125,2,27.99,533.1,7,32,392,7,3,45000,2,1,2,3,5,15,35,17.44,0,27,660,664,3,24,95,30,1,14276,40.6,42,2,0,0,25280.54159,25280.54,17125,8155.54,0,0,0,8,13792.01,1,26,564,560,0,24,1,1,NA,NA,1,0,0,15199,4,3,0,0,67,923,39,4,13,1838,40,35200,5,0,8,13,524,4267,71,0,0,69,92,2,2,0,2,42,0,42,3,9,17,10,15,8,27,34,17,30,0,0,0,4,76.2,60,1,0,37575,15199,14700,2375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
30000,30000,30000,2,13.99,697.9,3,14,591,12,1,70000,2,1,1,3,5,264,21,19.9,0,311,690,694,0,NA,NA,7,0,15676,54.8,38,2,0,0,7028.39,7028.39,2150.73,1989.34,0,2888.32,28.8832,17,708.86,1,11,579,575,0,NA,1,1,NA,NA,1,0,0,257037,2,2,1,2,7,44033,60,1,2,11085,57,28600,3,2,8,5,36720,6924,69.4,0,0,132,129,4,4,4,4,NA,5,NA,0,3,3,3,12,16,4,18,3,7,0,0,0,3,100,33.3,0,0,277215,59709,22600,51965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
8000,8000,8000,1,10.78,261.08,2,9,600,5,1,43500,2,1,1,3,5,299,39,11.98,0,129,665,669,2,NA,NA,15,0,16344,43,24,2,0,0,6739.03,6739.03,5035.11,1248.65,45,410.27,73.8486,12,276.08,1,19,619,615,0,NA,1,1,NA,NA,1,0,941,316628,2,7,0,0,40,44821,114,3,3,6383,79,38000,2,2,5,4,21109,13084,48.3,0,0,86,119,5,5,1,7,NA,5,NA,0,3,5,4,8,10,7,13,5,15,0,0,0,4,100,50,0,0,336231,61165,25300,39331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
5000,5000,5000,1,9.17,159.4,2,7,103,6,1,113000,2,1,2,2,4,202,31,26.45,1,45,670,674,0,7,NA,12,0,45576,72.2,21,1,0,0,5427.986032,5427.99,5000,427.99,0,0,0,11,3521.56,1,26,669,665,0,NA,1,1,NA,NA,1,0,0,273934,0,3,1,1,9,75354,89,0,0,2051,80,63100,0,5,0,1,24903,15249,11.9,0,0,168,196,31,9,1,42,7,NA,7,0,1,4,5,7,7,8,13,4,12,0,0,0,1,85.7,25,0,0,328512,120930,17300,100412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
9100,9100,9100,1,9.17,290.1,2,7,549,8,1,70000,1,1,2,2,4,12,17,25.6,0,16,725,729,0,NA,NA,8,0,37505,93.3,23,2,0,0,10431.93153,10431.93,9100,1331.93,0,0,0,16,290.02,1,26,724,720,0,NA,1,1,NA,NA,1,0,0,426775,0,2,0,1,23,16542,55,0,0,19563,77,40200,1,2,0,1,53347,1954,95,0,0,98,236,38,23,3,38,NA,15,NA,0,3,4,4,9,4,5,16,4,8,0,0,0,0,100,75,0,0,456097,54047,39400,29897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
1800,1800,1800,1,7.49,55.99,1,4,471,4,1,50000,2,1,2,2,4,157,9,8.28,0,73,690,694,0,NA,NA,6,0,12327,63.2,12,2,0,0,1825.83,1825.83,1800,25.83,0,0,0,17,247.75,1,37,714,710,0,NA,1,1,NA,NA,1,0,0,182278,1,0,0,0,100,0,NA,1,3,4288,63,19500,0,2,0,4,30380,3392,72.4,0,0,101,168,2,2,1,2,NA,NA,NA,0,3,4,3,4,3,5,8,4,6,0,0,0,1,100,66.7,0,0,194500,12327,12300,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
4850,4850,4850,1,7.49,150.85,1,4,125,2,1,56000,3,1,2,3,5,242,20,6.15,0,173,770,774,0,NA,NA,13,0,4865,13.3,28,2,0,0,5104.69,5104.69,4850,254.69,0,0,0,33,3902.94,1,3,689,685,0,NA,1,1,NA,NA,1,0,0,257003,8,0,1,1,7,0,NA,7,7,707,13,36500,2,0,3,10,21417,18293,3.7,0,0,111,222,2,2,5,2,NA,6,NA,0,1,4,5,10,2,12,21,4,13,0,0,0,9,100,0,0,0,290075,4865,19000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
24000,24000,24000,1,6.99,740.95,1,3,328,4,1,127000,1,1,2,4,7,137,10,12.07,1,36,710,714,0,11,NA,11,0,21112,38.3,56,2,0,0,26096.68799,26096.69,24000,2096.69,0,0,0,37,12041.94,1,26,744,740,0,NA,1,1,NA,NA,1,0,0,285973,1,1,2,4,8,16809,84,2,8,7202,51,55100,0,1,1,12,25998,19442,41.1,0,0,127,340,1,1,6,1,11,7,11,0,4,5,5,14,17,9,33,5,11,0,0,0,4,98.2,0,0,0,341600,37921,33000,20000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
8000,8000,8000,1,5.32,240.92,1,1,191,4,2,31500,1,1,2,3,5,296,39,15.62,0,1,750,754,0,42,NA,12,0,4795,15.6,22,2,0,0,8667.000127,8667,8000,667,0,0,0,9,481.63,1,9,794,790,1,NA,1,1,NA,NA,1,0,63,7676,1,1,0,1,24,2881,44,1,2,1938,21,30800,0,1,0,3,698,20430,18.9,0,0,177,488,5,5,0,5,42,NA,42,0,6,7,6,10,2,11,20,7,12,0,0,0,1,90.9,0,0,0,37425,7676,25200,6625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
10000,10000,10000,1,9.17,318.79,2,7,488,6,1,35000,2,1,2,2,4,385,43,11.69,0,88,675,679,0,66,56,9,2,10705,59.1,32,2,0,0,11044.59986,11044.6,10000,1044.6,0,0,0,21,5956.7,1,34,714,710,0,NA,1,1,NA,NA,1,0,0,150970,0,0,0,0,101,0,NA,0,1,3230,59,18100,2,0,4,3,18871,1073,88.6,0,0,101,346,18,11,4,33,NA,1,NA,0,3,6,3,14,1,8,26,6,8,0,0,0,2,96.2,100,2,0,160473,10705,9400,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
9600,9600,9600,1,6.49,294.19,1,2,466,7,3,64567.05,1,1,2,2,4,161,9,10.48,0,72,680,684,0,NA,NA,7,0,8073,44.8,15,2,0,0,10263.80605,10263.81,9600,663.81,0,0,0,28,5859.61,1,5,669,665,0,NA,1,1,NA,NA,1,0,111,34526,0,1,0,1,14,26453,85,1,2,4172,70,18000,2,6,2,3,4932,7427,52.1,0,0,147,180,8,8,0,8,NA,1,NA,0,4,4,4,5,5,6,10,4,7,0,0,0,1,100,50,0,0,49110,34526,15500,31110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
20000,20000,20000,2,18.99,518.71,5,21,373,3,2,52000,2,1,2,2,4,191,22,26.93,0,48,665,669,1,74,NA,17,0,14786,52.2,43,2,0,0,25722.46392,25722.46,20000,5722.46,0,0,0,37,15919.72,1,13,699,695,0,NA,1,1,NA,NA,1,0,0,47811,1,2,2,2,6,30129,92,1,4,4883,74,28300,5,0,7,6,2812,7774,62.3,0,0,122,160,12,6,1,16,74,1,74,0,6,7,8,19,12,14,30,7,17,0,0,0,3,95.3,62.5,0,0,72132,44915,20600,32750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
10000,10000,10000,1,5.32,301.15,1,1,327,4,2,32500,1,1,2,2,4,85,8,12.15,0,15,795,799,1,NA,NA,6,0,11685,26,14,2,0,0,10772.44,10772.44,10000,772.44,0,0,0,29,1236.7,1,34,839,835,0,NA,1,1,NA,NA,1,0,0,147259,0,0,0,0,151,0,NA,0,0,6870,26,45000,0,0,1,0,24543,33315,26,0,0,151,248,38,38,1,79,NA,1,NA,0,5,5,5,7,1,5,12,5,6,0,0,0,0,100,0,0,0,245000,11685,45000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
6000,6000,6000,1,5.32,180.69,1,1,4,4,1,80000,1,1,2,2,4,118,45,13.5,0,62,745,749,1,NA,NA,20,0,48408,20,39,2,0,0,6487.807805,6487.81,6000,487.81,0,0,0,35,10.16,1,26,729,725,0,NA,1,1,NA,NA,1,0,0,61622,1,1,0,0,39,7586,39,2,4,3577,24,122100,0,0,1,4,3423,50523,23.9,0,0,140,348,1,1,3,1,NA,1,NA,0,8,12,10,21,4,18,32,12,20,0,0,0,2,100,0,0,0,186356,55994,68000,19256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
22000,22000,22000,1,5.32,662.53,1,1,1,1,1,110000,1,1,2,2,4,303,39,7.21,0,134,770,774,0,NA,NA,7,0,24075,40.9,23,2,0,0,23837.6336,23837.63,22000,1837.63,0,0,0,16,662.35,1,13,814,810,0,NA,1,1,NA,NA,1,0,0,106185,0,1,0,0,78,12908,41,0,0,10220,41,58800,0,1,0,0,15169,29725,44.7,0,0,154,461,50,50,4,50,NA,NA,NA,0,4,4,4,10,6,5,13,4,7,0,0,0,0,100,0,0,0,192804,36983,53800,31254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
28000,28000,28000,2,11.99,622.71,3,11,416,3,1,82000,1,1,2,4,7,358,4,10.57,0,78,820,824,0,NA,NA,15,0,2112,2,29,2,0,0,29501.2,29501.2,28000,1501.2,0,0,0,20,27056.99,1,20,794,790,0,NA,1,1,NA,NA,1,0,0,319868,2,2,1,2,1,21632,62,3,8,1325,17,103200,1,2,1,10,21325,70088,2.9,0,0,66,108,1,1,2,7,NA,13,NA,0,3,3,9,19,3,12,23,3,15,0,0,0,4,100,0,0,0,490215,23744,72200,35015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
5000,5000,5000,1,7.91,156.48,1,5,119,7,3,93000,2,1,2,2,4,157,9,14.3,2,135,680,684,0,13,NA,9,0,11220,24.3,30,2,0,0,5365.940432,5365.94,5000,365.94,0,0,0,11,3498.07,1,26,579,575,0,25,1,1,NA,NA,1,0,0,49971,0,2,1,1,10,38751,56,0,0,4927,27,46200,3,1,3,1,6246,27131,26.7,0,0,92,308,56,10,2,137,13,10,13,2,3,4,3,10,9,6,18,5,9,0,0,0,1,83.3,66.7,0,0,90456,49971,37000,44256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
18000,18000,18000,1,5.32,542.07,1,1,644,4,2,76000,1,1,2,4,7,146,10,18.44,1,16,750,754,1,12,NA,14,0,2139,8.7,29,2,0,0,19486.12174,19486.12,18000,1486.12,0,0,0,38,2695.25,1,26,734,730,0,NA,1,1,NA,NA,1,0,0,31732,3,4,2,4,3,29558,72,1,1,1659,48,24600,1,0,2,5,2267,17361,11,0,0,140,236,5,3,3,30,48,4,48,0,2,2,6,10,10,9,15,2,14,0,0,0,3,89.7,0,0,0,65533,31732,19500,40865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
10000,10000,10000,1,5.32,301.15,1,1,555,4,1,80000,1,1,2,2,4,131,36,25.73,0,172,730,734,0,NA,NA,16,0,37657,47.5,39,2,0,0,10322.13,10322.13,10000,322.13,0,0,0,36,8221.47,1,26,744,740,0,NA,1,1,NA,NA,1,0,0,256924,3,3,0,1,18,39347,66,2,3,6007,55,79200,0,8,1,5,16058,35394,33.8,0,0,172,234,4,4,4,4,NA,7,NA,0,5,7,8,12,14,12,20,7,16,0,0,0,3,100,0,0,0,321993,77004,53500,59693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
11200,11200,11200,1,11.99,371.95,3,11,39,2,3,37000,3,1,1,3,5,222,13,7.78,0,276,675,679,0,26,NA,11,0,16425,49.3,13,2,0,0,2488.62,2488.62,1055.87,413.28,0,1019.47,183.5046,27,371.95,1,1,654,650,0,27,1,1,NA,NA,1,0,0,16425,3,0,0,0,NA,0,NA,4,7,14187,49,33300,1,1,1,7,1643,11775,58.2,0,0,NA,254,3,3,0,3,NA,10,26,1,4,4,4,4,0,11,13,4,11,0,0,0,4,76.9,50,0,0,33300,16425,28200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
2150,2150,2150,1,17.27,76.95,4,18,368,6,2,18300,3,1,1,7,9,202,31,11.74,0,315,695,699,1,NA,NA,11,0,512,13.1,19,2,0,0,582.9,582.9,236.75,155.21,0,190.94,34.3692,20,76.95,1,14,544,540,0,NA,1,1,NA,NA,1,0,0,32831,1,9,0,0,28,32319,98,1,2,512,89,3900,0,2,1,2,2985,0,102.4,0,0,75,13,1,1,0,13,NA,1,NA,0,1,1,1,1,17,2,2,1,11,0,0,0,1,100,100,0,0,36900,32831,500,33000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
9000,9000,9000,1,12.88,302.73,3,12,592,4,3,110000,3,1,2,3,5,267,21,17.29,0,74,675,679,4,33,85,16,1,11701,34.6,42,2,0,0,10916.51552,10916.52,9000,1916.52,0,0,0,16,302.54,1,26,684,680,0,33,1,1,NA,NA,1,0,0,54447,3,4,3,3,2,42746,77,2,3,3170,61,33800,1,2,4,6,3403,11800,39.2,0,0,139,140,6,2,8,16,NA,2,NA,1,5,9,6,10,11,12,23,9,16,0,0,0,5,97.6,16.7,1,0,89278,54447,19400,55478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
12500,12500,12500,1,7.49,388.78,1,4,209,4,1,99500,1,1,2,3,5,15,35,12.18,0,91,705,709,0,59,NA,6,0,4739,83.1,12,2,0,0,13549.81526,13549.82,12500,1049.82,0,0,0,21,7342.34,1,19,829,825,0,NA,1,1,NA,NA,1,0,0,43022,0,3,1,3,10,38283,85,0,0,1680,84,5700,1,4,1,3,7170,420,80,0,0,42,286,46,10,1,153,NA,11,NA,0,1,3,1,2,4,3,7,3,6,0,0,0,1,91.7,100,0,0,51021,43022,2100,45321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
6000,6000,6000,1,5.32,180.69,1,1,268,2,1,52000,1,1,2,2,4,327,28,15.82,0,101,765,769,1,NA,NA,13,0,14849,28.7,20,2,0,0,6496.768714,6496.77,6000,496.77,0,0,0,32,177.05,1,26,779,775,0,NA,1,1,NA,NA,1,0,0,215123,1,2,0,1,14,3343,24,2,2,7774,28,51800,0,5,2,4,17927,26295,36,0,0,85,154,6,6,1,6,NA,0,NA,0,5,6,6,8,5,10,14,6,13,0,0,0,2,100,16.7,0,0,268641,18192,41100,13841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
20000,20000,20000,1,14.85,691.84,3,15,328,9,3,60000,3,1,1,3,5,134,36,26.02,0,44,715,719,4,NA,NA,18,0,3961,19.5,18,2,0,0,16443.8,16443.8,11151.99,4049.17,0,1242.64,12.4264,31,691.84,1,28,509,505,0,NA,1,1,NA,NA,1,0,0,46067,3,7,1,2,7,42106,60,7,10,2268,51,20300,1,0,5,12,2710,13739,22.4,0,0,208,47,3,3,0,3,NA,3,NA,4,5,5,6,6,7,11,11,5,18,0,0,0,8,77.8,0,0,0,90536,46067,17700,70236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
21000,21000,21000,2,16.59,517.29,4,17,124,4,3,90000,1,1,1,3,5,361,4,12.09,1,96,710,714,1,20,NA,9,0,1392,16.2,29,2,0,0,4069.46,4069.46,457.07,616.12,0,2996.27,539.3286,20,47,1,32,594,590,0,NA,1,1,NA,NA,1,0,0,6542,2,1,0,0,43,5150,52,3,3,878,35,8600,1,2,3,3,818,5297,15.9,0,0,111,214,1,1,0,1,28,5,28,0,2,4,3,10,4,8,25,4,9,0,0,0,3,93.1,0,0,0,18600,6542,6300,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
35000,35000,35000,2,11.99,778.38,3,11,527,2,1,148000,2,1,2,2,4,121,24,13.33,0,242,735,739,0,NA,NA,11,0,43397,54,26,2,0,0,36974.87,36974.87,35000,1974.87,0,0,0,17,33141.25,1,20,744,740,0,NA,1,1,NA,NA,1,0,0,407664,1,2,1,1,5,37366,96,1,3,21067,68,80300,0,1,1,4,37060,31984,57.4,0,0,153,361,8,5,5,8,NA,0,NA,0,3,4,5,10,5,8,16,4,11,0,0,0,2,100,40,0,0,463948,80763,75100,38798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
30000,30000,30000,2,16.59,738.98,4,17,199,4,1,94000,2,1,2,3,5,182,38,33.15,1,305,685,689,0,10,NA,14,0,37424,70.7,42,2,0,0,41841.02249,41841.02,30000,11841.02,0,0,0,13,15306.86,1,13,704,700,0,10,1,1,NA,NA,1,0,0,214451,0,5,0,2,17,63345,71,0,2,12806,71,52900,0,12,0,4,15318,7168,82.9,0,0,156,207,13,13,5,13,NA,16,NA,0,5,6,6,10,23,8,13,6,14,0,0,1,0,97.6,50,0,0,266919,100769,41800,88903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
6000,6000,6000,1,8.49,189.38,2,6,403,6,3,36000,1,1,2,3,5,30,27,23.84,2,102,710,714,0,20,NA,15,0,6582,36.6,28,2,0,0,6707.687999,6707.69,6000,707.69,0,0,0,19,557.75,1,19,699,695,0,20,1,1,NA,NA,1,0,0,17737,3,1,1,1,4,11155,86,2,4,990,57,18000,1,0,3,5,1182,3169,54.7,0,0,142,136,6,4,0,6,NA,4,NA,2,8,13,8,11,10,14,18,14,15,0,0,2,3,92.9,12.5,0,0,30955,17737,7000,12955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
28000,28000,28000,1,7.91,876.26,1,5,356,4,1,111000,2,1,2,3,5,137,10,17.76,0,64,715,719,1,NA,NA,9,0,24758,88.1,21,2,0,0,31514.44504,31514.45,28000,3514.45,0,0,0,16,876.11,1,36,794,790,0,NA,1,1,NA,NA,1,0,0,164532,1,3,2,2,12,51996,52,1,1,8098,70,28100,0,2,1,3,18281,2817,89.3,0,0,195,324,2,2,3,33,NA,2,NA,0,4,5,4,6,10,5,8,5,9,0,0,0,3,100,75,0,0,193145,76754,26300,69095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
6000,6000,6000,1,11.99,199.26,3,11,262,4,3,51000,3,1,2,3,5,359,33,25.04,0,99,705,709,0,54,115,12,1,7346,32.8,39,2,0,0,6719.17466,6719.17,6000,719.17,0,0,0,24,4128.79,1,26,659,655,0,54,1,1,NA,NA,1,0,0,57085,1,5,3,3,2,49739,90,0,4,600,73,22400,0,10,3,7,4757,5400,10,0,0,158,178,14,2,0,19,NA,7,NA,0,1,4,1,3,26,7,13,4,12,0,0,0,3,94.7,0,1,0,77775,57085,6000,55375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
15000,15000,15000,2,11.99,333.6,3,11,528,4,1,103000,3,1,1,4,7,301,39,32.33,0,251,680,684,2,53,NA,16,0,45796,77,21,2,0,0,4053.15,4053.15,2329.98,1723.17,0,0,0,14,333.6,1,26,499,0,0,NA,1,1,NA,NA,1,0,0,320755,1,4,1,3,4,39862,53,0,4,8566,77,59275,0,2,3,8,20047,5586,79,0,0,127,253,17,4,1,17,NA,1,NA,0,9,11,10,10,5,11,15,10,16,NA,0,0,2,95,66.7,0,0,372576,85658,50275,75889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
30800,30800,30800,2,17.97,781.62,4,19,175,4,1,111000,3,1,2,2,4,115,41,33.98,0,112,700,704,0,44,NA,7,0,61770,80.6,18,2,0,0,33545.92,33545.92,30800,2745.92,0,0,0,17,163.69,1,26,699,695,0,44,1,1,NA,NA,1,0,0,126279,1,2,1,3,8,64509,85,1,1,18892,82,76600,0,3,2,4,18040,11447,80.8,0,0,174,359,6,6,1,107,44,7,44,2,4,5,4,8,8,5,9,5,7,0,0,0,2,88.2,75,0,0,185002,126279,59600,108402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
12000,12000,12000,1,10.78,391.62,2,9,375,4,3,86308,2,1,1,3,5,92,18,19.13,0,126,690,694,1,68,NA,9,0,8208,36.2,15,2,0,0,10984.93,10984.93,8986.94,1978.41,19.58,0,0,29,391.62,1,26,564,560,0,68,1,1,NA,NA,1,0,0,61806,1,3,1,2,5,53598,96,0,2,2493,78,22700,0,2,2,4,6867,234,94.7,0,0,155,141,15,5,0,49,68,4,68,1,2,4,2,3,8,6,7,4,9,0,0,0,1,86.7,100,0,0,78825,61806,4400,56125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
2000,2000,2000,1,12.88,67.28,3,12,201,9,3,86564,3,1,2,2,4,102,41,27.73,0,310,660,664,2,NA,NA,25,0,19821,89.7,35,2,0,0,2433.873743,2433.87,2000,418.87,15,0,0,16,67.65,1,26,589,585,0,NA,1,1,NA,NA,1,0,0,112168,2,17,5,5,5,87664,90,0,1,8317,89,22100,0,1,4,7,4487,379,98,0,0,147,108,16,3,0,16,NA,5,NA,0,3,6,3,3,27,6,6,6,25,0,0,0,6,100,100,0,0,126042,112168,18500,97274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
